,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,state
1317,2648 W Fullerton Ave,Bowling Alley,US,Chicago,United States,btwn Washtenaw Ave & Talman Ave,664,"['2648 W Fullerton Ave (btwn Washtenaw Ave & Talman Ave)', 'Chicago, IL 60647', 'United States']",40b28c80f964a520d4fe1ee3,"[{'label': 'display', 'lat': 41.92495760463575, 'lng': -87.69439466184836}]",41.9249576,-87.69439466,Fireside Bowl,,60647,IL
67,3145 N Sheffield Ave,Music Venue,US,Chicago,United States,btwn W Fletcher St & W Belmont Ave,734,"['3145 N Sheffield Ave (btwn W Fletcher St & W Belmont Ave)', 'Chicago, IL 60657', 'United States']",417c4200f964a520ca1d1fe3,"[{'label': 'display', 'lat': 41.93954700830196, 'lng': -87.65392941099667}]",41.93954701,-87.65392941,The Vic Theatre,,60657,IL
492,3325 N Southport Ave,Bowling Alley,US,Chicago,United States,at W Henderson St,495,"['3325 N Southport Ave (at W Henderson St)', 'Chicago, IL 60657', 'United States']",4276bf00f964a52089211fe3,"[{'label': 'display', 'lat': 41.94237267739185, 'lng': -87.66378827895879}]",41.94237268,-87.66378828,Southport Lanes & Billiards,,60657,IL
1943,201 E Randolph St,Park,US,Chicago,United States,btwn Columbus Dr & Michigan Ave,1152,"['201 E Randolph St (btwn Columbus Dr & Michigan Ave)', 'Chicago, IL 60601', 'United States']",42b75880f964a52090251fe3,,41.88269349,-87.62344161,Millennium Park,The Loop,60601,IL
501,3733 N Southport Ave,Indie Movie Theater,US,Chicago,United States,btwn Grace St & Waveland Ave,1195,"['3733 N Southport Ave (btwn Grace St & Waveland Ave)', 'Chicago, IL 60613', 'United States']",42e82000f964a52086261fe3,"[{'label': 'display', 'lat': 41.949860830176604, 'lng': -87.66391971748097}]",41.94986083,-87.66391972,Music Box Theatre,,60613,IL
1000,3700 N Western Ave,Bowling Alley,US,Chicago,United States,at Waveland Ave,539,"['3700 N Western Ave (at Waveland Ave)', 'Chicago, IL 60618', 'United States']",449c93b0f964a520b0341fe3,"[{'label': 'display', 'lat': 41.948608, 'lng': -87.688509}]",41.948608,-87.688509,Waveland Bowl,"North Center, Chicago, IL",60618,IL
1905,2333 W Sunnyside Ave,Park,US,Chicago,United States,at Claremont Ave,1124,"['2333 W Sunnyside Ave (at Claremont Ave)', 'Chicago, IL 60625', 'United States']",45062d39f964a5200c391fe3,,41.962608,-87.686722,Welles Park,,60625,IL
1849,1517 W Fullerton Ave,Indie Movie Theater,US,Chicago,United States,N Ashland Ave,848,"['1517 W Fullerton Ave (N Ashland Ave)', 'Chicago, IL 60614', 'United States']",46c47beff964a520fd491fe3,"[{'label': 'display', 'lat': 41.92522381498369, 'lng': -87.6665562764638}]",41.92522381,-87.66655628,Facets Multi-Media,,60614,IL
816,322 E Illinois St,Multiplex,US,Chicago,United States,btwn Fairbanks Ct & McClurg Ct,586,"['322 E Illinois St (btwn Fairbanks Ct & McClurg Ct)', 'Chicago, IL 60611', 'United States']",49d814e4f964a5209e5d1fe3,"[{'label': 'display', 'lat': 41.89123442048791, 'lng': -87.61900716753219}]",41.89123442,-87.61900717,AMC River East 21,,60611,IL
417,1851 W Irving Park Rd,Bowling Alley,US,Chicago,United States,at N Wolcott Ave,930,"['1851 W Irving Park Rd (at N Wolcott Ave)', 'Chicago, IL 60613', 'United States']",49eba125f964a52007671fe3,"[{'label': 'display', 'lat': 41.954118776525654, 'lng': -87.67612921736335}]",41.95411878,-87.67612922,Timber Lanes,,60613,IL
810,330 N State St,Bowling Alley,US,Chicago,United States,,787,"['330 N State St', 'Chicago, IL 60654', 'United States']",4a02db83f964a52070711fe3,"[{'label': 'display', 'lat': 41.88840634823718, 'lng': -87.62825255735466}]",41.88840635,-87.62825256,10Pin Bowling Lounge,,60654,IL
2056,700 E Grand Ave,Movie Theater,US,Chicago,United States,at Streeter Dr,941,"['700 E Grand Ave (at Streeter Dr)', 'Chicago, IL 60611', 'United States']",4a0e258bf964a520cd751fe3,"[{'label': 'display', 'lat': 41.89166741418056, 'lng': -87.60876525910625}]",41.89166741,-87.60876526,Navy Pier IMAX,,60611,IL
758,Ohio St,Beach,US,Chicago,United States,at Lake Shore Dr,919,"['Ohio St (at Lake Shore Dr)', 'Chicago, IL 60611', 'United States']",4a196e80f964a520137a1fe3,"[{'label': 'display', 'lat': 41.89303017441698, 'lng': -87.61338051106996}]",41.89303017,-87.61338051,Ohio Street Beach,,60611,IL
812,600 N Michigan Ave,Multiplex,US,Chicago,United States,at Ohio St,238,"['600 N Michigan Ave (at Ohio St)', 'Chicago, IL 60611', 'United States']",4a1c43d5f964a520307b1fe3,"[{'label': 'display', 'lat': 41.892672148898086, 'lng': -87.62441229218054}]",41.89267215,-87.62441229,AMC Loews 600 North Michigan 9,,60611,IL
1846,1471 W Webster Ave,Movie Theater,US,Chicago,United States,,618,"['1471 W Webster Ave', 'Chicago, IL 60614', 'United States']",4a2aac37f964a52034961fe3,"[{'label': 'display', 'lat': 41.921477606764675, 'lng': -87.66489348229281}]",41.92147761,-87.66489348,Regal Cinemas Webster Place 11,,60614,IL
129,375 W Elm St,Park,US,Chicago,United States,,348,"['375 W Elm St', 'Chicago, IL 60610', 'United States']",4a308eabf964a5207c991fe3,"[{'label': 'display', 'lat': 41.90291141116247, 'lng': -87.63803519083274}]",41.90291141,-87.63803519,Seward Park,,60610,IL
1929,4614 N Lincoln Ave,Movie Theater,US,Chicago,United States,Wilson Avenue,984,"['4614 N Lincoln Ave (Wilson Avenue)', 'Chicago, IL 60625', 'United States']",4a367adbf964a520949d1fe3,"[{'label': 'display', 'lat': 41.965296175955885, 'lng': -87.68678308152758}]",41.96529618,-87.68678308,Davis Theater,,60625,IL
77,2828 N Clark St,Indie Movie Theater,US,Chicago,United States,at Diversey Pkwy,1185,"['2828 N Clark St (at Diversey Pkwy)', 'Chicago, IL 60657', 'United States']",4a426dc7f964a520d6a51fe3,"[{'label': 'display', 'lat': 41.93341630734196, 'lng': -87.64577266974479}]",41.93341631,-87.64577267,Landmark Century Centre Cinema,,60657,IL
1647,164 N State St,Indie Movie Theater,US,Chicago,United States,btwn Lake & Randolph,966,"['164 N State St (btwn Lake & Randolph)', 'Chicago, IL 60601', 'United States']",4a4bca0df964a520bbac1fe3,"[{'label': 'display', 'lat': 41.88500714054633, 'lng': -87.62791573046748}]",41.88500714,-87.62791573,Gene Siskel Film Center,,60601,IL
109,2211 W Diversey Ave,Bowling Alley,US,Chicago,United States,at Logan Blvd,1036,"['2211 W Diversey Ave (at Logan Blvd)', 'Chicago, IL 60647', 'United States']",4a4d5304f964a520dfad1fe3,"[{'label': 'display', 'lat': 41.93172873133451, 'lng': -87.6833932655994}]",41.93172873,-87.68339327,Diversey River Bowl,,60647,IL
1949,111 N Lake Shore Dr,Harbor / Marina,US,Chicago,United States,at Wacker Dr.,948,"['111 N Lake Shore Dr (at Wacker Dr.)', 'Chicago, IL 60601', 'United States']",4a4e8feef964a520b2ae1fe3,"[{'label': 'display', 'lat': 41.886114135623444, 'lng': -87.61284051400222}]",41.88611414,-87.61284051,DuSable Harbor,,60601,IL
299,1600 N Lake Shore Dr,Beach,US,Chicago,United States,btwn Fullerton Pkwy & North Ave,1277,"['1600 N Lake Shore Dr (btwn Fullerton Pkwy & North Ave)', 'Chicago, IL 60610', 'United States']",4a5eb866f964a52017bf1fe3,,41.91802213,-87.6278758,North Avenue Beach,,60610,IL
236,1543 W Division St,Theater,US,Chicago,United States,at Milwaukee Ave,600,"['1543 W Division St (at Milwaukee Ave)', 'Chicago, IL 60642', 'United States']",4a6bbbeaf964a520cecf1fe3,"[{'label': 'display', 'lat': 41.90335497331089, 'lng': -87.66683412929645}]",41.90335497,-87.66683413,Chopin Theatre,,60642,IL
806,322 E Illinois St,Bowling Alley,US,Chicago,United States,btwn N Columbus Dr & N McClurg Ct,550,"['322 E Illinois St (btwn N Columbus Dr & N McClurg Ct)', 'Chicago, IL 60611', 'United States']",4a6d20f7f964a52093d21fe3,"[{'label': 'display', 'lat': 41.891375954233496, 'lng': -87.61943251745922}]",41.89137595,-87.61943252,Lucky Strike,,60611,IL
82,2200 N Oakley Ave,Park,US,Chicago,United States,btw Lyndale St. & Shakespeare Ave.,402,"['2200 N Oakley Ave (btw Lyndale St. & Shakespeare Ave.)', 'Chicago, IL 60647', 'United States']",4a6f4027f964a520bad51fe3,,41.92273766,-87.68513366,Holstein Park,,60647,IL
591,2021 N Burling St,Park,US,Chicago,United States,btwn Webster Ave & Dickens Ave,608,"['2021 N Burling St (btwn Webster Ave & Dickens Ave)', 'Chicago, IL 60614', 'United States']",4a75e852f964a5209ce11fe3,,41.92097812,-87.64459789,Oz Park,,60614,IL
392,4246 N Hermitage Ave,Playground,US,Chicago,United States,at Cullom Ave,376,"['4246 N Hermitage Ave (at Cullom Ave)', 'Chicago, IL 60613', 'United States']",4a76342df964a52097e21fe3,"[{'label': 'display', 'lat': 41.95930937288751, 'lng': -87.67254404276947}]",41.95930937,-87.67254404,Zatterberg (Helen) Park,,60613,IL
260,1000 N Lake Shore Dr,Beach,US,Chicago,United States,at Oak St,541,"['1000 N Lake Shore Dr (at Oak St)', 'Chicago, IL 60611', 'United States']",4a7f261df964a5200af31fe3,"[{'label': 'display', 'lat': 41.9023089822029, 'lng': -87.62251138687134}]",41.90230898,-87.62251139,Oak Street Beach,,60611,IL
590,1001 W. Wrightwood Ave.,Park,US,Chicago,United States,Wrightwood And Lincoln,601,"['1001 W. Wrightwood Ave. (Wrightwood And Lincoln)', 'Chicago, IL 60614', 'United States']",4a85fa65f964a520e8ff1fe3,,41.92874099,-87.65456059,Jonquil Park,,60614,IL
198,1330 W Chicago Ave,Park,US,Chicago,United States,at Noble St.,963,"['1330 W Chicago Ave (at Noble St.)', 'Chicago, IL 60642', 'United States']",4a877fd1f964a520890420e3,,41.89724814,-87.66119316,Eckhart Park,,60642,IL
242,1012 N Noble St,Movie Theater,US,Chicago,United States,Milwaukee,789,"['1012 N Noble St (Milwaukee)', 'Chicago, IL 60642', 'United States']",4a9092f7f964a5209a1820e3,"[{'label': 'display', 'lat': 41.90044246071224, 'lng': -87.66279765979557}]",41.90044246,-87.66279766,Vittum Theater,,60642,IL
379,4332 N Paulina St,Elementary School,US,Chicago,United States,Ravenswood,280,"['4332 N Paulina St (Ravenswood)', 'Chicago, IL 60613', 'United States']",4aa0557ff964a520293f20e3,"[{'label': 'display', 'lat': 41.9609319936128, 'lng': -87.67119835378293}]",41.96093199,-87.67119835,Ravenswood Elementary School,,60613,IL
578,2625 N Orchard St,School,US,Chicago,United States,Orchard & Wrightwood,500,"['2625 N Orchard St (Orchard & Wrightwood)', 'Chicago, IL 60614', 'United States']",4aa55516f964a520084820e3,"[{'label': 'display', 'lat': 41.929530575612056, 'lng': -87.64619479314676}]",41.92953058,-87.64619479,Alcott College Prep - East Campus,,60614,IL
1811,2534 N Greenview Ave,Park,US,Chicago,United States,at N Ashland Ave,1068,"['2534 N Greenview Ave (at N Ashland Ave)', 'Chicago, IL 60614', 'United States']",4aa9194af964a520fb5120e3,"[{'label': 'display', 'lat': 41.92838902495717, 'lng': -87.6667749461011}]",41.92838902,-87.66677495,Wrightwood Park,,60614,IL
431,3823 W School St,Park,US,Chicago,United States,,1099,"['3823 W School St', 'Chicago, IL 60618', 'United States']",4aae617df964a520ef6120e3,"[{'label': 'display', 'lat': 41.94075750302306, 'lng': -87.72322372486786}]",41.9407575,-87.72322372,Parkview Park,,60618,IL
120,24 W Walton St,Elementary School,US,Chicago,United States,Dearborn,1044,"['24 W Walton St (Dearborn)', 'Chicago, IL 60610', 'United States']",4ab7e124f964a520437b20e3,"[{'label': 'display', 'lat': 41.90046617369063, 'lng': -87.62888396731687}]",41.90046617,-87.62888397,Ogden Elementary,,60610,IL
111,2600 N Western Ave,Movie Theater,US,Chicago,United States,Schubert,1050,"['2600 N Western Ave (Schubert)', 'Chicago, IL 60647', 'United States']",4abfd045f964a520699220e3,"[{'label': 'display', 'lat': 41.930187391581576, 'lng': -87.6880117760342}]",41.93018739,-87.68801178,Regal Cinemas City North 14 IMAX & RPX,,60647,IL
1890,5001 N Leavitt St,Park,US,Chicago,United States,at W Argyle St,695,"['5001 N Leavitt St (at W Argyle St)', 'Chicago, IL 60625', 'United States']",4ac7a728f964a520d2b820e3,"[{'label': 'display', 'lat': 41.9731486440829, 'lng': -87.68137392807421}]",41.97314864,-87.68137393,Winnemac Park,,60625,IL
495,2747 N Lincoln Ave,Bowling Alley,US,Chicago,United States,btwn Diversey Pkwy & Schubert Ave,899,"['2747 N Lincoln Ave (btwn Diversey Pkwy & Schubert Ave)', 'Chicago, IL 60614', 'United States']",4ad3dc9ff964a520a6e620e3,"[{'label': 'display', 'lat': 41.93178811093341, 'lng': -87.65735596906805}]",41.93178811,-87.65735597,Seven Ten Lounge,,60614,IL
189,Division,High School,US,Chicago,United States,,797,"['Division', 'Chicago, IL', 'United States']",4adbaa9af964a520e32921e3,"[{'label': 'display', 'lat': 41.90336346012897, 'lng': -87.66393079274518}]",41.90336346,-87.66393079,Holy Trinity High School,,,IL
89,2240 W Cortland St,Playground,US,Chicago,United States,btwn Leavitt & Oakley,773,"['2240 W Cortland St (btwn Leavitt & Oakley)', 'Chicago, IL 60647', 'United States']",4adbaaa6f964a520e42921e3,,41.91624529,-87.68370394,Erhler Park,,60647,IL
197,1425 N Damen Ave,Park,US,Chicago,United States,btwn Wicker Park Ave & Schiller St,996,"['1425 N Damen Ave (btwn Wicker Park Ave & Schiller St)', 'Chicago, IL 60622', 'United States']",4ae49d01f964a520519c21e3,,41.90796046,-87.67726723,Wicker Park,,60622,IL
237,1084 N Milwaukee Ave,Indie Movie Theater,US,Chicago,United States,at W Thomas St,718,"['1084 N Milwaukee Ave (at W Thomas St)', 'Chicago, IL 60642', 'United States']",4af9eaa3f964a5203d1522e3,"[{'label': 'display', 'lat': 41.90167348866812, 'lng': -87.66398969655941}]",41.90167349,-87.6639897,The Nightingale,,60642,IL
271,808 N Lake Shore Dr,Park,US,Chicago,United States,at E. Chicago Ave.,1146,"['808 N Lake Shore Dr (at E. Chicago Ave.)', 'Chicago, IL 60611', 'United States']",4b004b63f964a5206c3c22e3,,41.897291,-87.61968643,Lake Shore Park,,60611,IL
2275,1501 N Oakley Blvd,High School,US,Chicago,United States,at North Ave,558,"['1501 N Oakley Blvd (at North Ave)', 'Chicago, IL 60622', 'United States']",4b06d8fcf964a5205af122e3,"[{'label': 'display', 'lat': 41.90901410267299, 'lng': -87.68400606858984}]",41.9090141,-87.68400607,Josephinum Academy,,60622,IL
396,1049 W Buena Ave.,Park,US,Chicago,United States,Kenmore,971,"['1049 W Buena Ave. (Kenmore)', 'Chicago, IL 60613', 'United States']",4b09b75bf964a520401c23e3,"[{'label': 'display', 'lat': 41.95843424533879, 'lng': -87.65652187452221}]",41.95843425,-87.65652187,Buena Circle Park,,60613,IL
740,N Field Blvd,Park,US,Chicago,United States,Benton Place,1108,"['N Field Blvd (Benton Place)', 'Chicago, IL 60601', 'United States']",4b0a0546f964a520292123e3,"[{'label': 'display', 'lat': 41.88608077508668, 'lng': -87.61776924133301}]",41.88608078,-87.61776924,Lakeshore East Park,,60601,IL
585,330 W Webster Ave,High School,US,Chicago,United States,,898,"['330 W Webster Ave', 'Chicago, IL 60614', 'United States']",4b1bd015f964a520a2fd23e3,"[{'label': 'display', 'lat': 41.92284239104967, 'lng': -87.63851632973709}]",41.92284239,-87.63851633,Francis W. Parker School,Lincoln Park,60614,IL
2266,1655 W Walnut St,Multiplex,US,Chicago,United States,,882,"['1655 W Walnut St', 'Chicago, IL 60612', 'United States']",4b26dbb9f964a520198224e3,"[{'label': 'display', 'lat': 41.88603160221305, 'lng': -87.66897087032133}]",41.8860316,-87.66897087,MK Films,,60612,IL
1,708 W Belmont Ave,Church,US,Chicago,United States,btw Halsted & Broadway,437,"['708 W Belmont Ave (btw Halsted & Broadway)', 'Chicago, IL 60657', 'United States']",4b33e7b0f964a520a22125e3,"[{'label': 'display', 'lat': 41.94008230442076, 'lng': -87.6469532153745}]",41.9400823,-87.64695322,Our Lady of Mount Carmel Parish,,60657,IL
692,2600 W Fullerton Ave,Playground,US,Chicago,United States,at Washtenaw Ave.,1125,"['2600 W Fullerton Ave (at Washtenaw Ave.)', 'Chicago, IL 60647', 'United States']",4b36a451f964a520b93925e3,"[{'label': 'display', 'lat': 41.925112975674175, 'lng': -87.69597955516822}]",41.92511298,-87.69597956,Haas Park,,60647,IL
389,4000 N Ashland Ave.,High School,US,Chicago,United States,at Irving Park Rd.,612,"['4000 N Ashland Ave. (at Irving Park Rd.)', 'Chicago, IL 60613', 'United States']",4b45fc7cf964a520941326e3,"[{'label': 'display', 'lat': 41.95445260052776, 'lng': -87.66839782135507}]",41.9544526,-87.66839782,Lake View High School,,60613,IL
582,2250 N Clifton Ave,Elementary School,US,Chicago,United States,,804,"['2250 N Clifton Ave', 'Chicago, IL 60614', 'United States']",4b4ba2ebf964a52089a226e3,"[{'label': 'display', 'lat': 41.92302865629414, 'lng': -87.65792275765018}]",41.92302866,-87.65792276,Oscar Mayer School- Club Bulldog,,60614,IL
717,2646 N Milwaukee Ave,Indie Movie Theater,US,Chicago,United States,,756,"['2646 N Milwaukee Ave', 'Chicago, IL 60647', 'United States']",4b4bdde3f964a52006aa26e3,"[{'label': 'display', 'lat': 41.92984398075828, 'lng': -87.7087861174388}]",41.92984398,-87.70878612,Logan Theatre,,60647,IL
334,1424 N Cleaver St,Middle School,US,Chicago,United States,Blackhawk,1015,"['1424 N Cleaver St (Blackhawk)', 'Chicago, IL 60642', 'United States']",4b50bfc2f964a520ae3027e3,"[{'label': 'display', 'lat': 41.908842, 'lng': -87.665157}]",41.908842,-87.665157,Rudy Lozano School,,60642,IL
246,,Multiplex,US,Chicago,United States,,750,"['Chicago, IL 60622', 'United States']",4b529381f964a520d78227e3,"[{'label': 'display', 'lat': 41.89540532055833, 'lng': -87.67914490080388}]",41.89540532,-87.6791449,western movie theater,,60622,IL
463,3652 N Greenview Ave,Playground,US,Chicago,United States,at Waveland Ave.,1175,"['3652 N Greenview Ave (at Waveland Ave.)', 'Chicago, IL 60613', 'United States']",4b538769f964a520f1a027e3,"[{'label': 'display', 'lat': 41.948580372831856, 'lng': -87.66677156542431}]",41.94858037,-87.66677157,Juniper Park,,60613,IL
1884,5200 N Ashland Ave,Elementary School,US,Chicago,United States,at Foster Ave,979,"['5200 N Ashland Ave (at Foster Ave)', 'Chicago, IL 60640', 'United States']",4b605478f964a520fedf29e3,"[{'label': 'display', 'lat': 41.9762393018665, 'lng': -87.67001100801366}]",41.9762393,-87.67001101,Trumbull Elementary School,,60640,IL
83,2238 N Oakley Ave,Park,US,Chicago,United States,at W Belden Ave,416,"['2238 N Oakley Ave (at W Belden Ave)', 'Chicago, IL 60647', 'United States']",4b61cd23f964a520b8232ae3,"[{'label': 'display', 'lat': 41.922924537625214, 'lng': -87.68529251483382}]",41.92292454,-87.68529251,Senior Citizens Memorial Park,,60647,IL
1930,5243 N Clark St,Indie Movie Theater,US,Chicago,United States,Foster,1173,"['5243 N Clark St (Foster)', 'Chicago, IL 60640', 'United States']",4b64e39af964a520add72ae3,"[{'label': 'display', 'lat': 41.97745867048845, 'lng': -87.66816851857399}]",41.97745867,-87.66816852,Chicago Filmmakers,,60640,IL
1855,2450 W Rice St,Elementary School,US,Cook County,United States,btwn Western & Campbell,428,"['2450 W Rice St (btwn Western & Campbell)', 'Cook County, IL 60622', 'United States']",4b681c4df964a520a6672be3,"[{'label': 'display', 'lat': 41.896676362641834, 'lng': -87.68899416215311}]",41.89667636,-87.68899416,Frederic Chopin Public School,,60622,IL
984,4046 N Leavitt St,Elementary School,US,Chicago,United States,,517,"['4046 N Leavitt St', 'Chicago, IL 60618', 'United States']",4b683601f964a520126c2be3,"[{'label': 'display', 'lat': 41.95532376392726, 'lng': -87.68464746355451}]",41.95532376,-87.68464746,Coonley Elementary School,,60618,IL
987,3500 N Hoyne Ave,Elementary School,US,Chicago,United States,,573,"['3500 N Hoyne Ave', 'Chicago, IL 60618', 'United States']",4b6898a4f964a52003822be3,"[{'label': 'display', 'lat': 41.945752703491884, 'lng': -87.68231268659184}]",41.9457527,-87.68231269,Audubon Elementary School,,60618,IL
584,2001 N Orchard St,High School,US,Chicago,United States,Armitage,770,"['2001 N Orchard St (Armitage)', 'Chicago, IL 60614', 'United States']",4b68c31df964a5208d8b2be3,"[{'label': 'display', 'lat': 41.91862400974852, 'lng': -87.64742674991402}]",41.91862401,-87.64742675,Lincoln Park High School,,60614,IL
747,429 N Columbus Dr,Park,US,Chicago,United States,,468,"['429 N Columbus Dr', 'Chicago, IL 60611', 'United States']",4b6c1899f964a520a8232ce3,"[{'label': 'display', 'lat': 41.89175404473127, 'lng': -87.6281074372367}]",41.89175404,-87.62810744,Ogden (William) Plaza Park,,60611,IL
1856,1405 N Washtenaw Ave,Elementary School,US,Chicago,United States,,810,"['1405 N Washtenaw Ave', 'Chicago, IL 60622', 'United States']",4b6c81f8f964a520913f2ce3,"[{'label': 'display', 'lat': 41.9002686661799, 'lng': -87.69000977605836}]",41.90026867,-87.69000978,Erie Charter School,,60622,IL
672,2257 N Lincoln Ave,Theater,US,Chicago,United States,at Webster Ave,372,"['2257 N Lincoln Ave (at Webster Ave)', 'Chicago, IL 60614', 'United States']",4b6cc1e1f964a5202e522ce3,"[{'label': 'display', 'lat': 41.92315290838433, 'lng': -87.64553349515022}]",41.92315291,-87.6455335,Greenhouse Theater Center,,60614,IL
1956,500 N Lake Shore Dr,Park,US,Chicago,United States,at Ohio St,737,"['500 N Lake Shore Dr (at Ohio St)', 'Chicago, IL 60611', 'United States']",4b7038cef964a5205a0c2de3,"[{'label': 'display', 'lat': 41.89313865578711, 'lng': -87.61116262530686}]",41.89313866,-87.61116263,Milton L Olive III Park,,60611,IL
387,4420 N Beacon St,Elementary School,US,Chicago,United States,,386,"['4420 N Beacon St', 'Chicago, IL 60640', 'United States']",4b7189cef964a520f34b2de3,"[{'label': 'display', 'lat': 41.9618089118088, 'lng': -87.66412723393512}]",41.96180891,-87.66412723,Stockton Elementary School,,60640,IL
1570,400 N Clinton St,Park,US,Chicago,United States,Kinzie And Jefferson,669,"['400 N Clinton St (Kinzie And Jefferson)', 'Chicago, IL 60661', 'United States']",4b72219ef964a5203c702de3,"[{'label': 'display', 'lat': 41.888978623342304, 'lng': -87.64073362465864}]",41.88897862,-87.64073362,Kinzie Dog Park,,60661,IL
445,1630 W Barry Ave,Elementary School,US,Chicago,United States,at Ashland,896,"['1630 W Barry Ave (at Ashland)', 'Chicago, IL 60657', 'United States']",4b7c567cf964a5203b8d2fe3,"[{'label': 'display', 'lat': 41.93794901290574, 'lng': -87.66947511979096}]",41.93794901,-87.66947512,Burley Elementary School,,60657,IL
25,3400 N Lake Shore Dr,Trail,US,Chicago,United States,,847,"['3400 N Lake Shore Dr', 'Chicago, IL 60657', 'United States']",4b7c5df0f964a5201a8f2fe3,"[{'label': 'display', 'lat': 41.94910519662183, 'lng': -87.63979586272295}]",41.9491052,-87.63979586,Bill Jarvis Migratory Bird Sanctuary,,60657,IL
382,1420 W Grace St,Elementary School,US,Chicago,United States,Grace and Southport,972,"['1420 W Grace St (Grace and Southport)', 'Chicago, IL 60613', 'United States']",4b7e2324f964a52018e42fe3,"[{'label': 'display', 'lat': 41.951478924833445, 'lng': -87.66521104098754}]",41.95147892,-87.66521104,Blaine Elementary School,,60613,IL
1645,641 W Lake St,Office,US,Chicago,United States,at N Des Plaines St,1058,"['641 W Lake St (at N Des Plaines St)', 'Chicago, IL 60661', 'United States']",4b8073c6f964a520b17330e3,"[{'label': 'display', 'lat': 41.88676546642114, 'lng': -87.6443791943839}]",41.88676547,-87.64437919,Kerasotes ShowPlace Theatres,,60661,IL
1580,601 W Kinzie St,Park,US,Chicago,United States,Jefferson,842,"['601 W Kinzie St (Jefferson)', 'Chicago, IL 60616', 'United States']",4b818618f964a52042ac30e3,"[{'label': 'display', 'lat': 41.888780437943524, 'lng': -87.64301419258118}]",41.88878044,-87.64301419,Kinzie Station / Park #551,,60616,IL
273,228 E Chicago Ave,Park,US,Chicago,United States,at Mies Van Der Rohe,1103,"['228 E Chicago Ave (at Mies Van Der Rohe)', 'Chicago, IL 60611', 'United States']",4b8459d3f964a520433031e3,"[{'label': 'display', 'lat': 41.8970544334826, 'lng': -87.62224316596985}]",41.89705443,-87.62224317,Seneca Park,,60611,IL
127,1450 N Larrabee St,High School,US,Chicago,United States,,949,"['1450 N Larrabee St', 'Chicago, IL 60610', 'United States']",4b86d1def964a520919f31e3,"[{'label': 'display', 'lat': 41.90937088132223, 'lng': -87.64421244150275}]",41.90937088,-87.64421244,Near North High School,,60610,IL
2052,77 E Randolph St,Movie Theater,US,Chicago,United States,btw Michigan & Garland,999,"['77 E Randolph St (btw Michigan & Garland)', 'Chicago, IL 60602', 'United States']",4b89c2e8f964a520794d32e3,"[{'label': 'display', 'lat': 41.8844231823607, 'lng': -87.62460329271303}]",41.88442318,-87.62460329,Claudia Cassidy Theater,,60602,IL
808,,Bowling Alley,US,,United States,,466,"['Illinois', 'United States']",4b8af149f964a520758a32e3,"[{'label': 'display', 'lat': 41.892075, 'lng': -87.619949}]",41.892075,-87.619949,Xbowl,,,Illinois
1854,2233 W Ohio St,Elementary School,US,Chicago,United States,btwn N Oakley Blvd & N Leavitt St,582,"['2233 W Ohio St (btwn N Oakley Blvd & N Leavitt St)', 'Chicago, IL 60612', 'United States']",4b8cb1caf964a520b2da32e3,"[{'label': 'display', 'lat': 41.892959603771914, 'lng': -87.68349684064712}]",41.8929596,-87.68349684,Ellen Mitchell Elementary School,,60612,IL
446,1650 W Cornelia Ave,Elementary School,US,Chicago,United States,at Marshfield Ave.,1146,"['1650 W Cornelia Ave (at Marshfield Ave.)', 'Chicago, IL 60657', 'United States']",4b8ef67ef964a520744133e3,"[{'label': 'display', 'lat': 41.945402512679046, 'lng': -87.6705251397188}]",41.94540251,-87.67052514,Alexander Hamilton Elementary School,,60657,IL
140,,Park,US,Chicago,United States,Erie and kingsbury,818,"['Chicago, IL 60654', 'United States']",4b909324f964a520a89033e3,"[{'label': 'display', 'lat': 41.893736, 'lng': -87.641308}]",41.893736,-87.641308,Kingsbury On The Park,,60654,IL
988,2501 W Addison St,High School,US,Chicago,United States,,862,"['2501 W Addison St', 'Chicago, IL 60618', 'United States']",4b92d909f964a520362134e3,"[{'label': 'display', 'lat': 41.944384320818166, 'lng': -87.68841655171323}]",41.94438432,-87.68841655,Lane Technical High School,,60618,IL
813,201 N State St,Movie Theater,US,Chicago,United States,State and Lake,1059,"['201 N State St (State and Lake)', 'Chicago, IL 60601', 'United States']",4b933d35f964a520cb3c34e3,"[{'label': 'display', 'lat': 41.885702, 'lng': -87.627921}]",41.885702,-87.627921,SCREEN at theWit Hotel,,60601,IL
277,180 E Pearson St,Park,US,Chicago,United States,,1071,"['180 E Pearson St', 'Chicago, IL 60611', 'United States']",4b97f40cf964a520e42135e3,"[{'label': 'display', 'lat': 41.89709347799135, 'lng': -87.6244249452991}]",41.89709348,-87.62442495,Water Tower Park,,60611,IL
1887,,High School,US,Chicago,United States,,735,"['Chicago, IL 60625', 'United States']",4b9840a7f964a520663735e3,"[{'label': 'display', 'lat': 41.97443584382944, 'lng': -87.67968892832702}]",41.97443584,-87.67968893,Amundsen High School,,60625,IL
