,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,state
1724,3035 N Hoyne Ave,Park,US,Chicago,United States,,558,"['3035 N Hoyne Ave', 'Chicago, IL 60618', 'United States']",50991f5ee4b0c4f0fec8ffaa,"[{'label': 'display', 'lat': 41.937565746364115, 'lng': -87.67954931126422}]",41.93756575,-87.67954931,Hamlin Park Recreation Center,,60618,IL
1711,3149 N Wolcott Ave,Elementary School,US,Chicago,United States,at Belmont Ave.,504,"['3149 N Wolcott Ave (at Belmont Ave.)', 'Chicago, IL 60657', 'United States']",50a013c3e889bca043badd04,"[{'label': 'display', 'lat': 41.939389373589016, 'lng': -87.6758020426161}]",41.93938937,-87.67580204,Friedrich L. Jahn World Language School,,60657,IL
675,1847 N Humboldt Blvd,Elementary School,US,Chicago,United States,,1073,"['1847 N Humboldt Blvd', 'Chicago, IL 60647', 'United States']",50a68b3ce4b08d8e7ceba198,"[{'label': 'display', 'lat': 41.915311, 'lng': -87.701585}]",41.915311,-87.701585,Humboldt Community Christian Schooll,,60647,IL
233,,Beach,US,Chicago,United States,,1223,"['Chicago, IL 60622', 'United States']",50a94e7fe4b0034097302376,"[{'label': 'display', 'lat': 41.910693, 'lng': -87.670234}]",41.910693,-87.670234,Lakefront. Best View.,,60622,IL
2129,1625 W Diversey Pkwy,High School,US,Chicago,United States,,429,"['1625 W Diversey Pkwy', 'Chicago, IL 60614', 'United States']",50abc330498e0d2c03004498,"[{'label': 'display', 'lat': 41.932272697481544, 'lng': -87.66841708362224}]",41.9322727,-87.66841708,Banner North Academy,,60614,IL
985,7318 N Oakley Ave,Elementary School,US,Chicago,United States,,636,"['7318 N Oakley Ave', 'Chicago, IL 60645', 'United States']",50b54218e4b018567dc434a1,"[{'label': 'display', 'lat': 41.94698475130533, 'lng': -87.68838767099872}]",41.94698475,-87.68838767,Saint Margaret Mary School,,60645,IL
178,,Elementary School,US,Chicago,United States,,858,"['Chicago, IL 60622', 'United States']",50b64f7fe4b0394bd258f7c5,"[{'label': 'display', 'lat': 41.89980493758535, 'lng': -87.66193005482153}]",41.89980494,-87.66193005,Peabody school,,60622,IL
1939,337 E Randolph Dr,Park,US,Chicago,United States,btwn Lake Shore Dr & Columbus Dr,1172,"['337 E Randolph Dr (btwn Lake Shore Dr & Columbus Dr)', 'Chicago, IL 60601', 'United States']",50b69e52e4b023feffc3b3ae,"[{'label': 'display', 'lat': 41.882240235555706, 'lng': -87.6188186976348}]",41.88224024,-87.6188187,Maggie Daley Park,,60601,IL
64,,Surf Spot,US,Chicago,United States,,1040,"['Chicago, IL 60657', 'United States']",50c38d10e4b0dbacdc35aca5,"[{'label': 'display', 'lat': 41.936085, 'lng': -87.640705}]",41.936085,-87.640705,Durs's Homeski,,60657,IL
580,,Elementary School,US,Chicago,United States,,1203,"['Chicago, IL 60614', 'United States']",50c6468ce4b047e9d60b996a,"[{'label': 'display', 'lat': 41.92318555944592, 'lng': -87.66297516936704}]",41.92318556,-87.66297517,st josaphat catholic school,,60614,IL
191,524 N Wolcott Ave,High School,US,Chicago,United States,Ohio,920,"['524 N Wolcott Ave (Ohio)', 'Chicago, IL 60622', 'United States']",50c7794ae4b089d017a9450d,"[{'label': 'display', 'lat': 41.89174778068092, 'lng': -87.67476837212227}]",41.89174778,-87.67476837,Wolcott School,,60622,IL
442,2936 B.C. Southport,Elementary School,US,Chicago,United States,Oakdale & Southport,645,"['2936 B.C. Southport (Oakdale & Southport)', 'Chicago, IL 60657', 'United States']",50cd0f4ae4b03ff33f75dd13,"[{'label': 'display', 'lat': 41.93606000914589, 'lng': -87.66490158499698}]",41.93606001,-87.66490158,Alphonsus Academy Gym,,60657,IL
2321,,Beach,US,Chicago,United States,,644,"['Chicago, IL 60622', 'United States']",50d54608e4b0275bcd5feb2c,"[{'label': 'display', 'lat': 41.90986454952662, 'lng': -87.68529732861496}]",41.90986455,-87.68529733,Jung Box Beach,,60622,IL
1901,5208 N Ashland,Park,US,Chicago,United States,Ashland Farragut,1079,"['5208 N Ashland (Ashland Farragut)', 'Chicago, IL 60640', 'United States']",50da6102e4b073c63dc96ef3,"[{'label': 'display', 'lat': 41.977085503680286, 'lng': -87.6695776201944}]",41.9770855,-87.66957762,andersonville park,,60640,IL
819,,Multiplex,US,Chicago,United States,,529,"['Chicago, IL 60611', 'United States']",50edf969e4b0c9f3f52fd8e6,"[{'label': 'display', 'lat': 41.891219014396555, 'lng': -87.62002870262955}]",41.89121901,-87.6200287,Advanced Screening Line,,60611,IL
516,2600,Park,US,Chicago,United States,Stockton Drive,1318,"['2600 (Stockton Drive)', 'Chicago, IL 60614', 'United States']",5102a41be4b065f41c934b1a,"[{'label': 'display', 'lat': 41.93028286443466, 'lng': -87.6386568084745}]",41.93028286,-87.63865681,Devil's Hill,,60614,IL
300,Oak Street Beach,Beach,US,,United States,,418,"['Oak Street Beach', 'Illinois', 'United States']",510410e2e4b0ed5086ebbdb2,"[{'label': 'display', 'lat': 41.90322298855752, 'lng': -87.62341751035528}]",41.90322299,-87.62341751,Lakeview Polar Bear Plunge,,,Illinois
823,,Indie Movie Theater,US,Chicago,United States,,725,"['Chicago, IL 60610', 'United States']",51133c1ae4b09741d8986695,"[{'label': 'display', 'lat': 41.889774, 'lng': -87.629782}]",41.889774,-87.629782,Movie Night In 512,,60610,IL
1275,,Elementary School,US,Chicago,United States,,1171,"['Chicago, IL 60647', 'United States']",5130e8dce4b04f773498186e,"[{'label': 'display', 'lat': 41.93110316736053, 'lng': -87.69621151635343}]",41.93110317,-87.69621152,Brentano Math & Science Academy,,60647,IL
304,,Beach,US,Evanston,United States,,1050,"['Evanston, IL', 'United States']",514b80e3e4b0456df826fc1e,"[{'label': 'display', 'lat': 41.89726276360144, 'lng': -87.62504192798731}]",41.89726276,-87.62504193,Evanston Lake Michigan,,,IL
264,,Park,US,Chicago,United States,,518,"['Chicago, IL', 'United States']",514c5b38e4b00b0ee4028e95,"[{'label': 'display', 'lat': 41.91134626529655, 'lng': -87.62494662249662}]",41.91134627,-87.62494662,North Ave Beach Chess Pavilion,,,IL
116,1420 N Hudson Ave,Elementary School,US,Chicago,United States,,804,"['1420 N Hudson Ave', 'Chicago, IL 60610', 'United States']",51588d15e4b09dec15b097d6,"[{'label': 'display', 'lat': 41.908201327346575, 'lng': -87.63974582363554}]",41.90820133,-87.63974582,George Manierre Elementary School,,60610,IL
1002,,Movie Theater,US,Chicago,United States,,792,"['Chicago, IL', 'United States']",515f6628e4b040942ea1a6b7,"[{'label': 'display', 'lat': 41.94377899169922, 'lng': -87.68240356445312}]",41.94377899,-87.68240356,cinema de Reyes,,,IL
993,2535 Irving Park,Park,US,Chicago,United States,,825,"['2535 Irving Park', 'Chicago, IL', 'United States']",516054a9e4b0bbcaee581db3,"[{'label': 'display', 'lat': 41.953674, 'lng': -87.692008}]",41.953674,-87.692008,The Rise Fitness (Revere),,,IL
820,,Multiplex,US,Chicago,United States,,568,"['Chicago, IL', 'United States']",51717213e4b0fab135b9265b,"[{'label': 'display', 'lat': 41.89179229736328, 'lng': -87.61868286132812}]",41.8917923,-87.61868286,McGuffins,,,IL
70,Clark,Indie Movie Theater,US,Chicago,United States,Diversey,1165,"['Clark (Diversey)', 'Chicago, IL', 'United States']",5175874de4b05eedde963585,"[{'label': 'display', 'lat': 41.93357873001881, 'lng': -87.64598547607083}]",41.93357873,-87.64598548,Landmark Century Centre Cinema Theater #2,,,IL
464,,Park,US,Chicago,United States,,1281,"['Chicago, IL', 'United States']",518ead6f498e1601946bbd79,"[{'label': 'display', 'lat': 41.9453, 'lng': -87.672505}]",41.9453,-87.672505,Cornelia Lincoln corner park,,,IL
79,2230 W McLean Ave,Elementary School,US,Chicago,United States,,509,"['2230 W McLean Ave', 'Chicago, IL 60647', 'United States']",519168a4498e0f88563d9542,"[{'label': 'display', 'lat': 41.91846312191875, 'lng': -87.682582275203}]",41.91846312,-87.68258228,Pulaski International School,,60647,IL
346,,Park,US,Chicago,United States,,851,"['Chicago, IL', 'United States']",51aa23e4498ea50bd05a7e70,"[{'label': 'display', 'lat': 41.911187914921676, 'lng': -87.6593003057801}]",41.91118791,-87.65930031,adams park,,,IL
262,,Park,US,Chicago,United States,,628,"['Chicago, IL', 'United States']",51acd019498e290a32363f1f,"[{'label': 'display', 'lat': 41.909264, 'lng': -87.632091}]",41.909264,-87.632091,Sandburg Terrace Fountain,,,IL
603,1900 N Bissell St,Park,US,Chicago,United States,Wisconsin,1085,"['1900 N Bissell St (Wisconsin)', 'Chicago, IL 60614', 'United States']",51b3b87b498e8a9619971259,"[{'label': 'display', 'lat': 41.916056, 'lng': -87.652214}]",41.916056,-87.652214,Bissell St Park,,60614,IL
128,1409 N Ogden Ave,High School,US,Chicago,United States,Clybourb,735,"['1409 N Ogden Ave (Clybourb)', 'Chicago, IL 60610', 'United States']",51b5ce90498e0d4afdcf253b,"[{'label': 'display', 'lat': 41.90661787267657, 'lng': -87.64633718398083}]",41.90661787,-87.64633718,Truth High School,,60610,IL
457,2959 N Lincoln Ave,Park,US,Chicago,United States,,587,"['2959 N Lincoln Ave', 'Chicago, IL 60657', 'United States']",51b62844498ecf6ad94d92d6,"[{'label': 'display', 'lat': 41.93551002449756, 'lng': -87.663085940472}]",41.93551002,-87.66308594,People Spot,,60657,IL
2073,,Elementary School,US,Chicago,United States,,844,"['Chicago, IL', 'United States']",51ba4464498e169611f1b81e,"[{'label': 'display', 'lat': 41.906942238936914, 'lng': -87.68323698375353}]",41.90694224,-87.68323698,Sabin Magnet School,,,IL
1649,,Indie Movie Theater,US,Chicago,United States,,1139,"['Chicago, IL', 'United States']",51bb557d498e80791969757a,"[{'label': 'display', 'lat': 41.883432739620055, 'lng': -87.64074808012472}]",41.88343274,-87.64074808,Catbird,,,IL
612,,Park,US,Chicago,United States,,1138,"['Chicago, IL', 'United States']",51be04ea498e40022c3c041a,"[{'label': 'display', 'lat': 41.92358811764923, 'lng': -87.66229127223586}]",41.92358812,-87.66229127,The FR Grassi Community Park,,,IL
490,2600 N. Lake Shore Dr.,Beach,US,Chicago,United States,,416,"['2600 N. Lake Shore Dr.', 'Chicago, IL', 'United States']",51c7b7a9498e6def970fbae7,"[{'label': 'display', 'lat': 41.937889, 'lng': -87.663264}]",41.937889,-87.663264,2600 N Lake Shore Dr,,,IL
500,,Indie Movie Theater,US,Chicago,United States,,882,"['Chicago, IL', 'United States']",51c8fe5b498e1468915a905a,"[{'label': 'display', 'lat': 41.931867, 'lng': -87.659525}]",41.931867,-87.659525,Cinema Buckland,,,IL
311,,Beach,US,Chicago,United States,,731,"['Chicago, IL', 'United States']",51d21f0c498ec9faf4006e35,"[{'label': 'display', 'lat': 41.91316910605512, 'lng': -87.62379831373326}]",41.91316911,-87.62379831,North Avenue Beach Volleyball,,,IL
84,,Park,US,Chicago,United States,,426,"['Chicago, IL', 'United States']",51d85c25498e309c64c3c9a4,"[{'label': 'display', 'lat': 41.9219516073609, 'lng': -87.68532139751305}]",41.92195161,-87.6853214,Bucktown Country Club,,,IL
401,N Broadway,Park,US,Chicago,United States,Sunnyside Ave,1123,"['N Broadway (Sunnyside Ave)', 'Chicago, IL', 'United States']",51dc9cee498e3af7651ffa43,"[{'label': 'display', 'lat': 41.964345, 'lng': -87.655857}]",41.964345,-87.655857,Stewart School Campus Park,,,IL
1551,160 N La Salle St #N201,Elementary School,US,Chicago,United States,at W Randolph St,886,"['160 N La Salle St #N201 (at W Randolph St)', 'Chicago, IL 60601', 'United States']",51e555db498e26ccb4f52b8c,"[{'label': 'display', 'lat': 41.8845107528493, 'lng': -87.63244857713502}]",41.88451075,-87.63244858,State of Illinois Child Development Center,,60601,IL
1907,,Park,US,Chicago,United States,,1118,"['Chicago, IL', 'United States']",51e739c4498e61388f7f6c1c,"[{'label': 'display', 'lat': 41.977046, 'lng': -87.668537}]",41.977046,-87.668537,Peoplespot,,,IL
317,North Ave Beach,Beach,US,Chicago,United States,,604,"['North Ave Beach', 'Chicago, IL', 'United States']",51ec39bc498e777b4c3c620c,"[{'label': 'display', 'lat': 41.912046, 'lng': -87.624024}]",41.912046,-87.624024,Jet Ski Ride,,,IL
310,1603 N Lake Shore Dr,Surf Spot,US,Chicago,United States,,738,"['1603 N Lake Shore Dr', 'Chicago, IL 60611', 'United States']",51edd0a7498eb936cf67abe4,"[{'label': 'display', 'lat': 41.91311376250966, 'lng': -87.62303879965091}]",41.91311376,-87.6230388,ChicagoSUP,,60611,IL
17,,Park,US,Chicago,United States,,823,"['Chicago, IL', 'United States']",51f544ac498e8ac8c3e252b5,"[{'label': 'display', 'lat': 41.9509391784668, 'lng': -87.64395141601562}]",41.95093918,-87.64395142,lincoln park grove 15,,,IL
742,,Park,US,Chicago,United States,,624,"['Chicago, IL', 'United States']",51f5861a498e600334378397,"[{'label': 'display', 'lat': 41.89735412597656, 'lng': -87.61750030517578}]",41.89735413,-87.61750031,lakeshore bench,,,IL
306,,Beach,US,Chicago,United States,,468,"['Chicago, IL', 'United States']",51fd26f0498e415ee8164349,"[{'label': 'display', 'lat': 41.910889, 'lng': -87.624765}]",41.910889,-87.624765,Ladder 1,,,IL
309,North Ave. Beach,Surf Spot,US,Chicago,United States,LSD & North,747,"['North Ave. Beach (LSD & North)', 'Chicago, IL', 'United States']",521a349911d24dc9d048b43e,"[{'label': 'display', 'lat': 41.91324891392122, 'lng': -87.62331628360725}]",41.91324891,-87.62331628,Jet Ski Chicago,,,IL
298,,Beach,US,,United States,,377,"['Illinois', 'United States']",522387b611d2458ee60bdec0,"[{'label': 'display', 'lat': 41.910090751723835, 'lng': -87.62517689184035}]",41.91009075,-87.62517689,Seawall,,,Illinois
1349,,Park,US,Chicago,United States,,528,"['Chicago, IL', 'United States']",522759ad11d2fb89370166a4,"[{'label': 'display', 'lat': 41.92236709286642, 'lng': -87.63350531845377}]",41.92236709,-87.63350532,Bird Of Prey,,,IL
272,,Event Space,US,Chicago,United States,,1071,"['Chicago, IL', 'United States']",522b406411d203bbf6b1466f,"[{'label': 'display', 'lat': 41.91512415704975, 'lng': -87.63158721584499}]",41.91512416,-87.63158722,Chipotle Cultivate,,,IL
61,,Beach,US,,United States,Irving Park & Lakeshore Dr.,910,"['Irving Park & Lakeshore Dr.', 'Illinois', 'United States']",523402de11d203bc1d898718,"[{'label': 'display', 'lat': 41.95214703558346, 'lng': -87.64642872395126}]",41.95214704,-87.64642872,Irving Park Beach,,,Illinois
73,2828 N Clark St,Indie Movie Theater,US,Chicago,United States,,1222,"['2828 N Clark St', 'Chicago, IL 60657', 'United States']",5239f4f611d2c26a2307fed7,"[{'label': 'display', 'lat': 41.933199015697284, 'lng': -87.64469906926058}]",41.93319902,-87.64469907,Landmark Century Centre Cinema Theater #4,,60657,IL
1860,,High School,US,Chicago,United States,,450,"['Chicago, IL', 'United States']",523c8cf211d27033429e2053,"[{'label': 'display', 'lat': 41.894064, 'lng': -87.685276}]",41.894064,-87.685276,Chilton Prep,,,IL
72,2828 N Clark St,Movie Theater,US,Chicago,United States,Diversey Pkwy,1158,"['2828 N Clark St (Diversey Pkwy)', 'Chicago, IL 60657', 'United States']",5255a09d11d262b57caf6698,"[{'label': 'display', 'lat': 41.933645425337886, 'lng': -87.64590838904353}]",41.93364543,-87.64590839,Landmark Century Centre Cinema Theater #1,,60657,IL
381,,Elementary School,US,Chicago,United States,,379,"['Chicago, IL', 'United States']",5258566311d21e4763cdb63c,"[{'label': 'display', 'lat': 41.961745785265315, 'lng': -87.66417990586105}]",41.96174579,-87.66417991,Courtenay Elementary,,,IL
928,,Elementary School,US,Chicago,United States,,1007,"['Chicago, IL', 'United States']",525ffac211d274f6465cbb4a,"[{'label': 'display', 'lat': 41.890307, 'lng': -87.662979}]",41.890307,-87.662979,James Otis School,,,IL
74,2828 N Clark St,Movie Theater,US,Chicago,United States,Diversey Pkwy,1270,"['2828 N Clark St (Diversey Pkwy)', 'Chicago, IL 60657', 'United States']",52681d8111d237af9fbfc3ae,"[{'label': 'display', 'lat': 41.9327, 'lng': -87.6452}]",41.9327,-87.6452,Landmark Century Centre Cinema Theater #7,,60657,IL
1715,,Elementary School,US,Chicago,United States,,493,"['Chicago, IL', 'United States']",527b9c48498eb3c00d851f75,"[{'label': 'display', 'lat': 41.93944978753956, 'lng': -87.67590948779707}]",41.93944979,-87.67590949,Jahn Elementary,,,IL
75,2828 N Clark St,Movie Theater,US,Chicago,United States,Diversey Pkwy,1180,"['2828 N Clark St (Diversey Pkwy)', 'Chicago, IL 60657', 'United States']",528bb8c611d24d4e4fad1c08,"[{'label': 'display', 'lat': 41.93344417407943, 'lng': -87.64593247875354}]",41.93344417,-87.64593248,Landmark Century Centre Cinema Theater #5,,60657,IL
2067,,Movie Theater,US,Chicago,United States,,1036,"['Chicago, IL', 'United States']",528d5da711d26582ff7ff019,"[{'label': 'display', 'lat': 41.88418960571289, 'lng': -87.62501525878906}]",41.88418961,-87.62501526,fornelli,,,IL
1549,955 W Grand Ave,Elementary School,US,Chicago,United States,Morgan St,1152,"['955 W Grand Ave (Morgan St)', 'Chicago, IL 60642', 'United States']",5290efe111d22867be5b56b4,"[{'label': 'display', 'lat': 41.88672123229026, 'lng': -87.6457156709056}]",41.88672123,-87.64571567,Bennett Day School,West Town,60642,IL
577,615 W Kemper Pl,Elementary School,US,Chicago,United States,,371,"['615 W Kemper Pl', 'Chicago, IL 60614', 'United States']",52aa4d39498e8b85b2b5c5c9,"[{'label': 'display', 'lat': 41.92458168535752, 'lng': -87.6444590407346}]",41.92458169,-87.64445904,Abraham Lincoln Elementary School,,60614,IL
751,,Park,US,Chicago,United States,,1017,"['Chicago, IL', 'United States']",52c02a3b498e73474fde0314,"[{'label': 'display', 'lat': 41.886712, 'lng': -87.618518}]",41.886712,-87.618518,Aqua dog Walk,,,IL
450,,Park,US,Chicago,United States,,919,"['Chicago, IL', 'United States']",530a5fda498e9cba009fee5c,"[{'label': 'display', 'lat': 41.93860000157873, 'lng': -87.66991627742019}]",41.9386,-87.66991628,Burley Community Park,,,IL
713,,Multiplex,US,Chicago,United States,,529,"['Chicago, IL', 'United States']",532b7ddb498e55875747b0a5,"[{'label': 'display', 'lat': 41.91916883076909, 'lng': -87.70562138355733}]",41.91916883,-87.70562138,AMC Naperville 16,,,IL
615,,Park,US,Chicago,United States,,1111,"['Chicago, IL', 'United States']",532c9e58498eaf772a69cff7,"[{'label': 'display', 'lat': 41.91604507191855, 'lng': -87.65319735505216}]",41.91604507,-87.65319736,private park,,,IL
240,,Indie Movie Theater,US,Chicago,United States,,749,"['Chicago, IL', 'United States']",53376a06498e99cd2b207f54,"[{'label': 'display', 'lat': 41.901379, 'lng': -87.663498}]",41.901379,-87.663498,nightengale,,,IL
739,,Park,US,Chicago,United States,,564,"['Chicago, IL', 'United States']",5341ad3d498ea6859c1c1898,"[{'label': 'display', 'lat': 41.897389, 'lng': -87.618351}]",41.897389,-87.618351,northwestern track,,,IL
1857,3021 W Carroll Ave,Elementary School,US,Chicago,United States,N. Sacramento Blvd.,1149,"['3021 W Carroll Ave (N. Sacramento Blvd.)', 'Chicago, IL 60612', 'United States']",536a456811d2b6cc09eb46fe,"[{'label': 'display', 'lat': 41.88754729383282, 'lng': -87.7022980290148}]",41.88754729,-87.70229803,LEARN Charter School (Herro Family Campus),,60612,IL
232,,Beach,US,Chicago,United States,,636,"['Chicago, IL', 'United States']",536ff469498e23105b57af42,"[{'label': 'display', 'lat': 41.90489196777344, 'lng': -87.66877746582031}]",41.90489197,-87.66877747,independence grove lake county il,,,IL
142,,Park,US,Chicago,United States,,665,"['Chicago, IL', 'United States']",538d1aa5498eecce5c6c4bb0,"[{'label': 'display', 'lat': 41.90572244173102, 'lng': -87.64653953524873}]",41.90572244,-87.64653954,WAKA Lincoln Park kickball,,,IL
312,,Beach,US,,United States,,1188,"['Illinois', 'United States']",539a5341498e723ddb198c4e,"[{'label': 'display', 'lat': 41.917325855986064, 'lng': -87.62672412754303}]",41.91732586,-87.62672413,the Concrete beach,,,Illinois
1902,Winnemac,Park,US,Chicago,United States,,695,"['Winnemac', 'Chicago, IL', 'United States']",53a22dac498eaf4b08da4fbe,"[{'label': 'display', 'lat': 41.972421, 'lng': -87.682283}]",41.972421,-87.682283,kickball,,,IL
2053,Jay Pritzker Pavilion,Movie Theater,US,Chicago,United States,Millennium Park,1124,"['Jay Pritzker Pavilion (Millennium Park)', 'Chicago, IL', 'United States']",53b3427c498ef9a1b44ce616,"[{'label': 'display', 'lat': 41.882750532844476, 'lng': -87.6220919042389}]",41.88275053,-87.6220919,Summer Film Series,,,IL
467,1230 W School St,Park,US,Chicago,United States,Racine,925,"['1230 W School St (Racine)', 'Chicago, IL 60657', 'United States']",53de9af3498ef53400f3b031,"[{'label': 'display', 'lat': 41.94466618600647, 'lng': -87.6679740494167}]",41.94466619,-87.66797405,Park #570,,60657,IL
432,,Park,US,Chicago,United States,,1021,"['Chicago, IL', 'United States']",53f32eec498e80b91f00df2b,"[{'label': 'display', 'lat': 41.94014285282135, 'lng': -87.725465564196}]",41.94014285,-87.72546556,Nisi's Playground,,,IL
1880,4910 N Claremont Ave,Elementary School,US,Chicago,United States,Ainsle,1028,"['4910 N Claremont Ave (Ainsle)', 'Chicago, IL 60625', 'United States']",53f4e5f4498e5edfbb233bf3,"[{'label': 'display', 'lat': 41.970634799035956, 'lng': -87.68780523934313}]",41.9706348,-87.68780524,St. Matthias Elementary School,,60625,IL
1895,,Park,US,Chicago,United States,,995,"['Chicago, IL', 'United States']",53f5464f498e78515e70befe,"[{'label': 'display', 'lat': 41.967665, 'lng': -87.687675}]",41.967665,-87.687675,Giddings Square Fountain,,,IL
1858,2714 W Augusta Blvd,High School,US,Chicago,United States,,807,"['2714 W Augusta Blvd', 'Chicago, IL 60622', 'United States']",53fc95fc498e230bc192ff54,"[{'label': 'display', 'lat': 41.899536238972125, 'lng': -87.69474579926947}]",41.89953624,-87.6947458,ChiArts,,60622,IL
172,360 W Hubbard St,Movie Theater,US,Chicago,United States,,1203,"['360 W Hubbard St', 'Chicago, IL 60654', 'United States']",540fabeb498ee9722d3492fb,"[{'label': 'display', 'lat': 41.890522356718094, 'lng': -87.63841587240826}]",41.89052236,-87.63841587,Hubbard Place Cinema,,60654,IL
390,1807 W Sunnyside Ave Ste 1D,High School,US,Chicago,United States,Ravenswood,683,"['1807 W Sunnyside Ave Ste 1D (Ravenswood)', 'Chicago, IL 60640', 'United States']",54384c26498e8eacbb05983a,"[{'label': 'display', 'lat': 41.96312398522365, 'lng': -87.67514393233654}]",41.96312399,-87.67514393,Alternative Schools network,,60640,IL
261,,Park,US,Chicago,United States,,765,"['Chicago, IL', 'United States']",54399a57498e0160fa005eb5,"[{'label': 'display', 'lat': 41.90009369717555, 'lng': -87.62278062158266}]",41.9000937,-87.62278062,Millenium Park,,,IL
602,,Park,US,Chicago,United States,,861,"['Chicago, IL', 'United States']",5462e274498e026328e1be16,"[{'label': 'display', 'lat': 41.922925600929155, 'lng': -87.63896038610804}]",41.9229256,-87.63896039,Dad's Park,,,IL
807,,Bowling Alley,US,Chicago,United States,,567,"['Chicago, IL', 'United States']",54654cb5498e0cb221bd383f,"[{'label': 'display', 'lat': 41.89048973492943, 'lng': -87.62058307669389}]",41.89048973,-87.62058308,Hearst Fashion-A-Bowl,,,IL
2070,,Roller Rink,US,,United States,,815,"['IL 60611', 'United States']",549af569498ebc7d8c5788b2,"[{'label': 'display', 'lat': 41.89080910359245, 'lng': -87.61054873466492}]",41.8908091,-87.61054873,ice skating navy pier,stree,60611,Illinois
119,5800 S Stony Island Ave,Elementary School,US,Chicago,United States,58th,1177,"['5800 S Stony Island Ave (58th)', 'Chicago, IL 60637', 'United States']",54b04588498e3cf2451e725f,"[{'label': 'display', 'lat': 41.89367617869057, 'lng': -87.63132214508121}]",41.89367618,-87.63132215,Earl Shapiro Hall,,60637,IL
809,435 E Illinois St,Bowling Alley,US,Chicago,United States,,763,"['435 E Illinois St', 'Chicago, IL 60611', 'United States']",54c6f06b498e9dd0bcf424c6,"[{'label': 'display', 'lat': 41.8909817, 'lng': -87.6165742}]",41.8909817,-87.6165742,Pinstripes,,60611,IL
443,3051 N Lincoln Ave,Elementary School,US,Chicago,United States,,568,"['3051 N Lincoln Ave', 'Chicago, IL 60657', 'United States']",55561e90498ecb1f133cc94d,"[{'label': 'display', 'lat': 41.937432, 'lng': -87.665024}]",41.937432,-87.665024,Pyramid Career Institute,,60657,IL
16,1230 W School St,Park,US,Chicago,United States,btwn N Racine Ave & N Lakewood Ave,1094,"['1230 W School St (btwn N Racine Ave & N Lakewood Ave)', 'Chicago, IL 60657', 'United States']",555767af498e7ac824d48265,"[{'label': 'display', 'lat': 41.94188811453181, 'lng': -87.66029395531719}]",41.94188811,-87.66029396,Margaret Donahue Park,,60657,IL
1564,,Park,US,Chicago,United States,,509,"['Chicago, IL', 'United States']",55773561498ea08eba92017b,"[{'label': 'display', 'lat': 41.887883874972474, 'lng': -87.63515829202551}]",41.88788387,-87.63515829,River Drive Park at The Mart,,,IL
418,,Multiplex,US,Chicago,United States,,593,"['Chicago, IL', 'United States']",559f15bd498e3c5319cffdca,"[{'label': 'display', 'lat': 41.964792, 'lng': -87.665079}]",41.964792,-87.665079,Ciné 3E,,,IL
2040,337 E Randolph Dr,Mini Golf,US,Chicago,United States,Inside Maggie Daley Park,1171,"['337 E Randolph Dr (Inside Maggie Daley Park)', 'Chicago, IL 60601', 'United States']",55a06fba498e2b2b8e0cbfd9,"[{'label': 'display', 'lat': 41.88221545146895, 'lng': -87.61968685918735}]",41.88221545,-87.61968686,City Mini Golf,,60601,IL
126,1443 N Ogden Ave,High School,US,Chicago,United States,,778,"['1443 N Ogden Ave', 'Chicago, IL 60610', 'United States']",55db8e2d498efb2716406f13,"[{'label': 'display', 'lat': 41.90736581200962, 'lng': -87.64561931153149}]",41.90736581,-87.64561931,The Noble Academy,,60610,IL
1965,,Park,US,Chicago,United States,,1163,"['Chicago, IL', 'United States']",55edcb94498e817a66b97ab2,"[{'label': 'display', 'lat': 41.88237713125243, 'lng': -87.61817752663363}]",41.88237713,-87.61817753,enchanted forest,,,IL
324,875 N Michigan Ave,Indie Movie Theater,US,Chicago,United States,,892,"['875 N Michigan Ave', 'Chicago, IL 60611', 'United States']",55f8fe4e498e67cfeab4324d,"[{'label': 'display', 'lat': 41.89873146409222, 'lng': -87.62412071228027}]",41.89873146,-87.62412071,full movies dailymotion,,60611,IL
427,2989 N Milwaukee Ave,High School,US,Chicago,United States,Central Park,788,"['2989 N Milwaukee Ave (Central Park)', 'Chicago, IL 60618', 'United States']",560d7947498e0970e4176737,"[{'label': 'display', 'lat': 41.93584326984722, 'lng': -87.71810103636656}]",41.93584327,-87.71810104,aspira business,,60618,IL
175,1500 N Clybourn Ave,Movie Theater,US,Chicago,United States,Inside NewCity Mall,941,"['1500 N Clybourn Ave (Inside NewCity Mall)', 'Chicago, IL 60610', 'United States']",5632eb6f498e6204e12d6d59,"[{'label': 'display', 'lat': 41.908486629983166, 'lng': -87.64698352186402}]",41.90848663,-87.64698352,ArcLight Cinemas - Chicago,,60610,IL
167,1500 N Clybourn Ave,American Restaurant,US,Chicago,United States,,945,"['1500 N Clybourn Ave', 'Chicago, IL 60610', 'United States']",56341843498e22d07cc626ca,"[{'label': 'display', 'lat': 41.90861876629747, 'lng': -87.64674651410954}]",41.90861877,-87.64674651,Kings Dining & Entertainment - Chicago Lincoln Park,,60610,IL
